lsoa,names,unemployment_rate,couple_household_without_dependent_children,lone_parent_household,ethnic_white,ethnic_black,tenurec_owned_outright,tenurtc_social_rented,good_health,bad_health
E01002326,Havering 005D,7.8,30,13.7,89.8,4.1,34.8,9.9,81.8,4.2
E01002331,Havering 005E,5.7,38.4,11.1,88,5,40.8,6.5,78.1,6.1
E01002309,Havering 006A,9.3,32,13.2,81.6,10.7,33.5,26.1,77.8,6.2
E01002310,Havering 006B,10.7,23.3,19.2,85.8,8.9,16,42.3,74.2,8.6
E01002311,Havering 006C,9.7,26.3,16.6,83.7,9.3,22.5,28.4,79.6,6.3
E01002315,Havering 006D,9.7,23.7,17.7,80.6,11.2,20.9,29.5,79.1,6.1
E01002293,Havering 007A,5.8,24.8,10.9,89.1,3.6,25.2,7.9,85.9,3.7
E01002294,Havering 007B,4.9,40.3,6.5,92.8,2.7,41.1,11.3,79.6,6.4
E01002296,Havering 007C,5.6,39.8,8.1,91.8,2.2,48.3,5.8,81.5,4.6
E01002298,Havering 007D,6.5,38.7,9.2,90.9,3.6,43.1,7.2,81.3,5.1
E01002300,Havering 007E,3.9,41.3,6.7,90,2.7,43.8,7.8,77.9,6
E01002333,Havering 008A,4.6,41.9,12.4,93.6,3.1,53.1,0.8,83.6,4.7
E01002334,Havering 008B,4.6,44.8,7.9,91.7,2.3,51.9,2.2,82.7,4.5
E01002336,Havering 008C,5.3,41.3,9,93.2,2.6,46.1,2.8,83.3,4.2
E01002339,Havering 008D,3.5,41,5.8,91.1,3.5,50.2,1.5,85.1,3.5
E01002341,Havering 008E,3.7,47.8,7,92.6,1.5,55.3,1.3,81.2,4.9
E01002327,Havering 009A,4.9,32.1,11.8,88.6,4.9,40,6.9,81.2,4.9
E01002328,Havering 009B,4.7,34.9,10.3,85.9,4.3,39.3,3.3,83.7,3.9
E01002332,Havering 009C,5.5,34,10.7,91.6,4.8,38.2,9.2,80.2,5.5
E01002335,Havering 009D,5.8,38.7,13.2,93.8,1.5,32.3,23.8,77.9,5.7
E01002338,Havering 009E,4.8,33.7,9.8,86.7,4.8,40.7,2.5,84,4.4
E01002340,Havering 009F,4.9,35,7.7,88.3,4.2,41.3,2,86.9,2.4
E01002268,Havering 010A,3.2,37,8.7,85.7,5.6,45.5,7.7,82.6,5.2
E01002269,Havering 010B,4.6,39.2,11.2,89.2,3,43.7,1.9,82.4,5.4
E01002295,Havering 010C,4.8,32.4,11.3,91.5,2.3,31.6,9.9,85,5.1
E01002377,Havering 010D,3.6,29.1,11.1,85.2,3.5,33.3,11.5,83.6,4.6
E01002378,Havering 010E,3.6,34.9,9.9,92.4,2.7,36.1,2.3,85.2,3.1
E01002383,Havering 010F,4.1,35.1,8.8,88.2,3.7,41,3.2,86.1,3.5
E01002244,Havering 011A,7.7,25.9,13.5,82.3,7.6,23.1,11.7,85.5,4.1
E01002245,Havering 011B,5.9,27.1,12.2,87.2,6,25.6,13.8,79.5,7.5
E01002325,Havering 011C,7.6,27.5,20.7,93.2,2.8,29.5,32.8,76.5,6.7
E01002329,Havering 011D,5.2,35.5,10.9,86.7,4.5,38.3,3.6,82.8,4.9
E01002330,Havering 011E,7.2,30.5,14,84.7,5.4,31.5,14,81.6,5.4
E01002337,Havering 012A,3.3,40,4.5,90.2,1.1,40,11.9,80.8,5.5
E01002354,Havering 012B,3.3,37.3,6.1,90.6,2.7,48.1,0.9,85.5,2.8
E01002376,Havering 012C,2.6,45.2,8.7,90.8,1.7,41.2,1,87.1,2.9
E01002379,Havering 012D,5,31.4,9.4,83.8,2.7,39,2.6,83.8,4.4
E01002380,Havering 012E,7.1,29.1,12.5,88.9,4,20.4,20.5,85.1,4.3
E01002381,Havering 012F,4.3,34.9,11,89.1,1.8,37.5,15.7,83.8,4.5
E01002243,Havering 013A,9.1,21,16.4,77.2,9.2,12,37.5,82.2,4.8
E01002353,Havering 013B,6.6,34.1,7.3,81.3,4.7,29.9,15.6,82.9,4.6
E01002356,Havering 013C,11.2,18.6,17.7,74.8,9.4,12.9,35.4,81.2,5.3
E01032741,Havering 013E,5.1,20.7,7.8,78.2,6.8,12.5,14.8,83.8,5.1
E01032742,Havering 013F,6.1,28.9,7.3,88,3.3,30.9,11.6,78.9,6.3
E01002272,Havering 014A,4.2,39.2,10.6,91.9,3.3,45.9,1.9,84.2,4.4
E01002274,Havering 014B,4.2,36.6,5.9,91,1.2,44.9,1.2,85.1,3.4
E01002317,Havering 014C,3.6,40.4,9,91.2,2.2,45.4,2.8,85.7,3.1
E01002318,Havering 014D,4.7,42.2,9.9,92.6,1.1,49.5,3.6,83.7,4
E01002355,Havering 014E,3.8,39,8.5,91.2,2.8,43.2,1.7,85.4,3.9
E01002382,Havering 014F,3.1,33.1,8.8,89.1,0.9,32.3,5.6,84.7,4.4
E01002270,Havering 015A,3.7,39.6,3.5,66.7,3.2,42.4,15.5,84,3.8
E01002271,Havering 015B,2.1,50.3,4.5,72.6,4.2,53.8,0.4,85.8,3.4
E01002273,Havering 015C,3.9,49.8,8.2,83.1,3.4,54.9,0.6,83.3,5.2
E01002275,Havering 015D,3.8,47.8,6,79.3,2.3,55.5,0.8,84.3,3.7
E01002319,Havering 016A,7,28.8,12.3,87.6,5.1,34,17,81.1,5.1
E01002350,Havering 016B,8.2,21.2,12.8,80.4,4.6,21.1,14.9,79.6,8.1
E01002351,Havering 016C,6.3,31.2,12.6,88,3,28.8,4,84.3,4.1
E01002352,Havering 016D,6.5,26.6,10.8,85.2,4.6,24.7,6.8,82.3,5.5
E01002358,Havering 016E,7.3,24,14.4,82.1,6.3,17.4,8.2,85.4,3.3
E01002246,Havering 017A,5.7,34.2,10.8,78.4,9.6,40.7,3.6,78.3,7.1
E01002247,Havering 017B,8.3,26.9,15.2,74.5,11.1,23,5.3,85.1,3.8
E01002248,Havering 017C,8.5,27.9,17.7,79.2,6.3,31.4,21.5,81.5,6.3
E01002249,Havering 017D,6,27.1,13.1,67.6,9.9,23.1,24,85.8,3.4
E01002250,Havering 017E,6.9,27.3,13.7,76.6,10.4,24.5,5.1,84.4,3.9
E01002251,Havering 017F,9.9,25.1,18.8,78.4,9.4,20.9,31.6,83.1,4.4
E01002252,Havering 018A,3.9,40.2,8.3,96,0.5,54.1,3.2,80.8,5.4
E01002256,Havering 018B,3.8,39,7.9,94.7,0.9,46.9,2.4,81.2,4.7
E01002258,Havering 018C,6.8,28.2,12,95.2,1.6,38.3,21.5,75.7,7.4
E01002259,Havering 018D,4.8,34.8,11.9,94.5,0.9,48.5,3.3,84.3,4.1
E01002391,Havering 018E,4.4,37,8.4,96,0.7,53.9,3.8,76.5,7.6
E01002253,Havering 019A,2.6,44.9,4.2,95.1,0.4,58.2,0.3,83.1,4.2
E01002254,Havering 019B,2.1,43.9,6.1,93.4,1.1,56.3,0.6,84.2,4.5
E01002257,Havering 019C,2.9,37.3,5.2,94.1,1.2,53,0.3,85.2,3.6
E01002384,Havering 019D,3.2,36.5,6.1,93.7,0.8,47.4,3.1,82.3,4
E01002359,Havering 020A,3,35.9,6.6,94.1,1.7,48.9,0.8,84.2,3.6
E01002360,Havering 020B,4.6,30.3,7.3,95.6,1.5,42.7,19.5,74.9,6.5
E01002361,Havering 020C,7.4,28.3,11.8,90.9,2.1,26.6,19.7,80.1,5.8
E01002363,Havering 020D,7.4,30.3,12.2,93.2,1.6,29.7,31.3,78.4,6.1
E01002367,Havering 020E,5.4,33.3,10,94.3,1.4,38.3,3.2,85.1,3.9
E01002320,Havering 021A,3.8,34.1,9.9,92.3,2.2,39.7,1.9,86.3,4.2
E01002321,Havering 021B,5.1,35.9,7.4,88.5,1.9,43.1,3,84.8,4
E01002322,Havering 021C,5.1,37.6,8.9,89.6,3.8,36,4.1,86.8,2.4
E01002323,Havering 021D,5.4,34.8,8.9,89.2,5.1,41.9,1.1,83.5,3.7
E01002324,Havering 021E,6.5,32.6,11.7,92.2,2.4,32.6,22.3,74.6,7.6
E01002255,Havering 022A,4.5,36.5,12.9,91.8,1.1,44,2.1,82.7,5
E01002289,Havering 022B,4.2,33.2,9.8,93.1,2,42.2,8.2,84.8,3.5
E01002292,Havering 022C,7.6,31.6,12.4,92.4,2.7,38.3,16.3,79.1,5.9
E01002362,Havering 022D,4.9,37.5,10.9,92.8,1.1,39.6,2.9,85.7,3.2
E01002386,Havering 022E,3.6,28.7,9.2,91.3,2.5,35.7,2.9,84.3,3.7
E01002287,Havering 023A,5.1,40,11,90.6,3.3,47,2.3,82,4.7
E01002291,Havering 023B,4.1,35.4,8.8,91,1.5,40,1.2,82.2,4.7
E01002364,Havering 023C,5.2,45.6,6.5,96.1,0.6,47,2.8,76.8,7.3
E01002365,Havering 023D,4.3,33,14.1,89.1,5.4,40.2,5.8,80.6,5.2
E01002366,Havering 023E,4.6,34.7,12.7,88.8,4.6,39.6,6.2,83.3,4
E01002385,Havering 024A,3.7,42.4,4.7,97.1,1,45.6,2.7,83.8,4.6
E01002387,Havering 024B,3.1,43.5,6.1,95.6,0.9,53.7,0.3,83.8,4
E01002388,Havering 024C,3.8,45.4,4.9,95.3,1,52.5,0.5,85.6,2.7
E01002389,Havering 024D,3.9,47.7,5,98,0.1,61.3,0.8,83.1,3.1
E01002390,Havering 024E,2.8,45.6,5.3,94.9,0.6,51.4,0.8,86.6,2.7
E01002265,Havering 025A,4.4,34.5,10.5,90.9,2.8,41.7,3,83.9,3.6
E01002285,Havering 025B,5.1,42.3,6.5,94.9,1.6,54.2,1.9,81.2,4.4
E01002286,Havering 025C,4.1,44,9.6,94.6,2.6,51.5,0.8,83.9,3.6
E01002288,Havering 025D,2.5,42.2,9.6,92.7,1.1,44.6,2.2,87,3.4
E01002290,Havering 025E,5.8,40.4,8.3,92.9,2.7,52.7,1.9,80.5,4.2
E01002260,Havering 026A,6.6,36.9,14.5,78.3,8.1,42,5.1,81,5.3
E01002261,Havering 026B,6.7,32.1,13.2,81.3,6.5,42,2.8,83,4.3
E01002262,Havering 026C,7.5,30.7,12.3,85.9,6.8,33,18.7,78.4,6
E01002263,Havering 026D,3.9,43,9.7,88.2,6.8,41.9,3.1,85.8,3.2
E01002264,Havering 026E,11,21,18,90,5.5,19.6,46.6,73,8.6
E01002266,Havering 027A,5.4,39.3,9.8,89.6,4.4,53.3,5.7,76.6,7.4
E01002267,Havering 027B,7.3,30.8,17.6,87.4,5.7,32,28.1,78,7.7
E01002372,Havering 027C,5.5,36.5,13.4,89,7.2,43.1,4.3,82.6,4.8
E01002373,Havering 027D,5.9,35.4,13.2,87.5,5.8,41.6,7,80.1,5.1
E01002374,Havering 027E,6.2,31.8,15.7,84.3,9,32.9,14.7,83.4,4.6
E01002368,Havering 028A,15,18.8,19,75,17.3,17,50.9,78.4,6.9
E01002369,Havering 028B,7.2,33.2,12.7,80.2,11.3,38.1,9.7,82.5,5.1
E01002370,Havering 028C,10.1,23.8,14.3,83.3,9.4,20.2,31.2,80,5.9
E01002371,Havering 028D,4.6,38.1,13.5,86.4,6.8,45.3,6.1,80.2,5.7
E01002375,Havering 028E,9.6,26.9,18.3,83.8,9.5,28.8,27.5,78.5,6.7
E01002343,Havering 029A,5,41.7,9.6,90.3,4.1,49.4,1.1,82,4.2
E01002344,Havering 029B,4.5,37.5,11.8,85.8,7.2,45.9,3.8,81.5,5.4
E01002348,Havering 029C,3.4,42.2,10.9,92.3,2.6,59,1.1,81.3,5.2
E01002349,Havering 029D,5.5,38.5,8.4,95.4,2.2,46.5,7.7,78.8,6.6
E01002342,Havering 030A,9.7,28.2,14.6,75.7,12.8,25.3,13.3,82.1,4.5
E01002345,Havering 030B,10.6,20,22.4,76.9,12,18.8,21,81.7,4.7
E01002346,Havering 030C,8.8,31.4,18.1,80.8,11.6,23.7,18.9,82.5,5.3
E01002347,Havering 030D,6.3,33.5,12.5,77.6,8,42.6,2.3,80.5,5.8
E01002473,Hillingdon 001A,3,36.3,5.7,59.7,1.9,39.8,24.2,85,4.8
E01002475,Hillingdon 001B,4.7,29.3,10,68.7,2.7,26.9,26.4,78,7.1
E01002476,Hillingdon 001C,4,40.8,4.7,53.8,2.5,48.1,3.8,86.5,2.9
E01002477,Hillingdon 001D,3.5,31.3,9.8,59.7,2.1,35.6,11.3,83.1,5.1
E01002482,Hillingdon 001E,4.4,44.2,5.8,59.5,2.3,49.8,1.6,85.2,4.3
E01002472,Hillingdon 002A,4,28,8.6,70.5,2.9,35,10.4,84.2,3.9
E01002474,Hillingdon 002B,3.4,30.6,8.7,70.6,2.1,36.1,14,83.9,4.4
E01002478,Hillingdon 002C,6,30.2,8,72.8,3,33.2,8.6,83.3,4.5
E01002483,Hillingdon 002D,7,30.4,9.1,59.6,4.1,32.4,4.5,83.4,4.4
E01002484,Hillingdon 002E,3.8,25.1,11.5,74,2.4,26,24.4,82.7,5
E01002485,Hillingdon 002F,7.3,26.1,12.1,65.9,4.6,28.1,16.8,83,4.3
E01002438,Hillingdon 003A,3.9,36.3,7.7,88.4,1.8,33.1,10.8,81.6,5.7
E01002439,Hillingdon 003B,4.1,29.6,13.2,84.8,2.9,28.8,22.9,83.8,3.8
E01002440,Hillingdon 003C,5.9,29.6,13.3,90.4,2.8,30.3,29,79.3,6.7
E01002441,Hillingdon 003D,5.8,30,11.5,84.6,2.3,23.1,27.1,81.8,5.9
E01002442,Hillingdon 003E,6,31.2,10.4,89.9,1.9,28.3,27.1,80.4,6
E01002433,Hillingdon 004A,4.9,29.2,11.4,76.4,2.3,34.8,18.9,86.5,3.7
E01002436,Hillingdon 004B,3.4,32.7,9.3,80,1.7,36.8,12.2,83.8,4.8
E01002479,Hillingdon 004C,6,27.1,14.6,69.7,3.8,24,30.7,82.5,5.1
E01002480,Hillingdon 004D,3.9,38.4,5.3,70.7,1.9,45.6,2.7,87.4,2.9
E01002481,Hillingdon 004E,5.8,25.6,13.5,68.7,2.6,21.4,30.7,82.5,4.2
E01002533,Hillingdon 005A,4.9,28.2,16.8,85.8,2.6,25.3,22.2,86.1,4.3
E01002534,Hillingdon 005B,4.4,32.5,8.2,85.4,2,33.8,17.3,84.4,4.4
E01002538,Hillingdon 005C,3.6,32.6,9.1,84.9,1,34.6,14.6,82.3,4.8
E01002539,Hillingdon 005D,4.1,41.4,7.3,87.8,1.6,43.3,12.3,82,4.4
E01002418,Hillingdon 006A,4.3,27.1,13.5,77.3,2.8,34.3,13.8,85,4.4
E01002419,Hillingdon 006B,4.4,35.5,9.2,77.9,2,38,2,86.3,3
E01002431,Hillingdon 006C,4.3,39.7,6.7,72.4,2,53.2,0.8,88.3,2.3
E01002432,Hillingdon 006D,4.1,36.9,6.6,78,2.7,45.8,1.9,86.6,2.9
E01002437,Hillingdon 006E,2.9,44.9,4.4,78.6,1,56.2,7.4,82.3,3.9
E01002430,Hillingdon 007A,4.1,45.2,6.5,86.9,1.1,52.3,2.9,88.4,2.4
E01002434,Hillingdon 007B,2.6,43.8,6.2,87,0.8,47.4,5,85.6,3.1
E01002435,Hillingdon 007C,2.3,43.9,4.7,80.2,0.6,49.9,1.9,87.5,2.2
E01002470,Hillingdon 007D,5,31.6,7.7,79.8,2.1,31.5,11.7,82.3,4.3
E01002535,Hillingdon 007E,3.5,35,6.6,76.4,1.3,32.6,6.9,83.7,4.4
E01002416,Hillingdon 008A,4.6,35.4,8.9,84.2,3.1,33.9,5.6,86,3.6
E01002417,Hillingdon 008B,4.5,35,7.1,79.3,1.4,46.1,1.4,84,4.3
E01002420,Hillingdon 008C,5.5,27.5,13.3,79.9,3.3,28.4,19.6,84.3,4.1
E01002421,Hillingdon 008D,4.7,30.3,12.4,79.4,3.5,40.3,6.3,84.3,4
E01002471,Hillingdon 008E,3.2,33.1,9.5,83,2.2,35.6,3.2,87.8,2.5
E01002465,Hillingdon 009A,4.9,28.4,15.2,80.8,2.2,27,5.2,86.2,3.7
E01002467,Hillingdon 009B,2.1,36.3,9.2,85,2.8,49.9,1.7,80.8,4.3
E01002494,Hillingdon 009C,4.4,29,14.3,73.9,4.7,25,10.5,85.3,4
E01002536,Hillingdon 009D,3,28.9,8.9,77.6,3.9,26.4,2.5,86.1,3.2
E01002537,Hillingdon 009E,4.8,34.4,6.7,76.4,2.2,33,1.9,87.3,2.9
E01002415,Hillingdon 010A,3,33.9,9.2,83.7,2.7,35.6,1.4,87.1,3.5
E01002466,Hillingdon 010B,4.1,36.2,8.2,88.6,2.4,37.6,1.7,86.1,3.7
E01002468,Hillingdon 010C,3.9,30.8,10,85.3,2.6,35.2,2.2,88.5,3
E01002469,Hillingdon 010D,2.6,36.3,9.4,85.3,1.6,39.9,2.2,86.8,2.8
E01002495,Hillingdon 010E,3.2,32.1,12.9,75.8,3.9,23,9.8,88,3.6
E01002458,Hillingdon 011A,3.3,44.4,5.7,80.8,1,50.8,1.5,85.3,3.3
E01002459,Hillingdon 011B,3.1,44.2,6.3,87.3,1,53.9,0.3,84.7,2.6
E01002460,Hillingdon 011C,4,31.8,5.7,82.2,1.6,43.2,8.5,82.1,4.5
E01002462,Hillingdon 011D,3.5,37.4,6.7,77.6,0.8,40.3,1.8,88.4,2.3
E01002464,Hillingdon 011E,4.4,30.5,8,83.2,3,37.2,8.8,86.2,2.9
E01002461,Hillingdon 013A,3.4,39.5,4.8,63.1,3,46.3,4.5,87.4,3.2
E01002463,Hillingdon 013B,3.2,40,7.6,72.4,0.8,46.4,4.5,85.1,3.6
E01002512,Hillingdon 013C,2.9,39.4,5.7,72.4,1.8,46.5,2,84.3,4.8
E01002513,Hillingdon 013D,3.3,38.8,5.1,73,3.7,45,12.5,83,3.8
E01002516,Hillingdon 013E,4,39.2,4.7,57.9,3.3,42.7,1.8,86.7,2.4
E01002450,Hillingdon 014A,4.7,28.8,15.1,70,4.6,30.2,1.8,86.9,3
E01002451,Hillingdon 014B,4.5,31.8,11.4,68.4,3.7,35.5,6.5,86.3,4.1
E01002452,Hillingdon 014C,4.3,31.6,11.8,65,4.3,32,6.2,86.9,2.7
E01002453,Hillingdon 014D,3.9,27.2,14.4,69,4.4,31.7,7.3,85.8,3.7
E01002454,Hillingdon 014E,7.6,22.1,17.2,71,5.9,25.1,24.5,82.8,5.1
E01002414,Hillingdon 015A,2.3,27.3,9.1,53.8,12.4,28.3,9.7,91.8,1.5
E01002514,Hillingdon 015C,3.2,25.6,6.8,70.3,3,30.6,11.4,86.6,3.6
E01002515,Hillingdon 015D,5.6,24.8,12,73.5,6.8,19.9,26.3,84.8,4.7
E01033725,Hillingdon 015F,7.5,26.9,9.8,69.9,6.7,21.7,23.2,84.7,5
E01002520,Hillingdon 016B,8.9,24.4,14.3,68.2,5.6,18.2,23.7,85.9,3.6
E01002521,Hillingdon 016C,7.8,19.3,9.1,67.1,9.1,9.8,40.9,80.5,5.8
E01002523,Hillingdon 016D,4.8,29,8.7,57.2,4.9,23.1,11.7,85.6,4.3
E01033724,Hillingdon 016F,3.7,24.6,10.5,51.4,9.5,25.9,15.7,90.6,2.1
E01002410,Hillingdon 017A,6.5,31,10.8,62,5.9,33.1,6.7,83.6,5.4
E01002412,Hillingdon 017B,4,27.6,10.8,55.8,7.4,27.7,11.7,88.1,3.4
E01002456,Hillingdon 017C,6.9,27.5,14.3,68.6,4.3,25,16.9,81.4,4.8
E01002509,Hillingdon 017D,4.5,37.8,7.8,68.4,2.8,43.2,1.4,86.8,3.5
E01002511,Hillingdon 017E,6.6,27.4,12.2,71,6.1,22.7,26.3,81.6,5.8
E01002422,Hillingdon 018A,5.8,26.3,13.4,57.4,9.7,29.6,3,81.5,4.8
E01002423,Hillingdon 018B,5,33.3,10.7,62.4,7.2,37.5,8.1,84.5,4
E01002424,Hillingdon 018C,4.6,24.5,15,52.3,7.6,27.8,2.9,85.6,3.2
E01002425,Hillingdon 018D,10.3,21.7,15.5,53.5,12.1,19.4,22,83.6,4.5
E01002427,Hillingdon 018E,5.1,28.8,13,56.8,7.3,32.7,4.1,81.7,4.7
E01002428,Hillingdon 018F,3.7,31.7,15.1,64.4,7.2,37.1,5.8,84.7,3.5
E01002408,Hillingdon 019A,6,20.7,14.5,63.8,9.1,17.5,34.2,79.1,7.1
E01002409,Hillingdon 019B,8.5,25.7,18.6,59.7,9.1,21.3,30.5,78.8,6.6
E01002429,Hillingdon 019C,8.6,18.7,22.1,60.6,15.8,19.3,27.1,83.1,4.5
E01002455,Hillingdon 019D,8.3,26.7,12.9,57.1,10.9,25.6,16.6,82.6,4.7
E01002457,Hillingdon 019E,7.5,21.1,24.4,55.8,8.5,17,35,83.7,5.1
E01002392,Hillingdon 020A,11.6,16.3,26.5,54,18.4,12.6,50.8,81.1,6
E01002393,Hillingdon 020B,9.4,18,17.7,44.8,18.1,19.7,20.6,84,5.2
E01002540,Hillingdon 020C,9.2,22.9,15.1,45.8,17.7,16.4,22.1,85.7,4.4
E01002542,Hillingdon 020D,9.6,16.5,21.8,33.7,21.6,13.7,31.4,83.5,5.2
E01002543,Hillingdon 020E,9.6,16.8,25.3,43.2,15.4,17.8,29.3,84.5,4.3
E01002394,Hillingdon 021A,7.7,25.2,11.2,33.4,9.1,32.7,10.2,82.1,4.6
E01002395,Hillingdon 021B,8.2,24.1,11.3,29.1,13.6,27.4,6.8,84.4,3.7
E01002397,Hillingdon 021C,10.9,20,14.4,19.5,13.9,21.2,12.8,84.1,3.9
E01002398,Hillingdon 021D,8,24.5,8.7,21.2,9.1,28.4,5.5,83.1,4.9
E01002399,Hillingdon 021E,5.4,25.9,12.4,23.5,8.7,31.4,3.6,83.4,5.3
E01002426,Hillingdon 021F,7,26.3,15.1,44.6,8.6,26.9,3.8,82.6,4.7
E01002411,Hillingdon 022A,7.7,25.9,16.6,75.3,7.3,23.3,28.6,81.5,5
E01002413,Hillingdon 022B,9.6,25.1,15.8,73.5,6.9,20.7,34.2,81.2,5.6
E01002518,Hillingdon 022C,4.2,32.9,6.3,71.3,3.8,35.1,4.3,85,4.2
E01002519,Hillingdon 022D,6.9,24.8,9.2,76.3,5.6,20,22.8,80.5,7
E01002550,Hillingdon 022E,7,22,14.8,69.5,7.9,11.6,20.5,86.4,4.4
E01002554,Hillingdon 022F,7.3,22.9,13.3,58.6,10,8.4,19,85.9,3.8
E01002541,Hillingdon 023A,6.3,26.9,13.9,54,8.7,22.3,7.4,86,4.1
E01002544,Hillingdon 023B,6.5,24.5,13.3,29.2,10,27.4,4.3,85.6,4.4
E01002545,Hillingdon 023C,12.1,13.3,37.5,39.7,19,9.5,66,83.8,5.7
E01002546,Hillingdon 023D,5.7,24.3,8.9,18.8,10,27.2,3.6,85.6,4.3
E01002547,Hillingdon 023E,9.7,21.1,17.5,18.5,12.8,21.3,14.8,84.7,4.7
E01002400,Hillingdon 024A,7,24.4,14.5,52.2,12.8,18.9,22.7,82.1,5.4
E01002401,Hillingdon 024B,8.4,21.2,16.4,44.4,15.3,18.6,20,80,6.8
E01002402,Hillingdon 024C,9.6,22.8,16.7,39.5,14.4,19.1,30.5,79.3,7.5
E01002403,Hillingdon 024D,7,21.4,19.9,34.7,17.8,16.6,28.5,83.2,5.6
E01002404,Hillingdon 024E,9.7,17.6,21.9,47.3,14.5,14.8,36,81.7,6.1
E01002548,Hillingdon 025A,9.4,19.6,17.8,73,6.3,16.3,43.5,78.4,7.5
E01002549,Hillingdon 025B,5.5,28.9,13.1,64.9,7.6,28.7,17.6,84.4,4.1
E01002551,Hillingdon 025C,6.5,26.1,15,64,5.7,21.8,26.8,80.2,5.5
E01002552,Hillingdon 025D,7.9,24.9,21.7,67.4,6.8,16.9,30.2,82.7,5.1
E01002553,Hillingdon 025E,7.8,21.9,21.2,70.2,6.1,14.4,42,80.6,6.6
E01002396,Hillingdon 026A,8.2,17.4,15.1,25.1,10.9,20.4,31.4,80,6.2
E01002501,Hillingdon 026B,9,24.7,14,35.1,12,26.3,22.1,84.3,5.2
E01002502,Hillingdon 026C,8.8,22,14.3,48.6,10.4,16.7,34,81.1,5.9
E01002505,Hillingdon 026D,9.6,22.1,17.6,40.5,17.5,8.1,42.7,79.5,6
E01002508,Hillingdon 026E,11.4,16.7,18.4,36.8,13.6,9.9,47.8,79.4,7.9
E01002405,Hillingdon 027A,10.2,21.3,15,47.4,13,21,23.5,82.9,5.2
E01002406,Hillingdon 027B,11.1,20,17.5,34.5,16.5,22.6,19.7,82.2,4.7
E01002503,Hillingdon 027C,8.2,21.5,17.7,35.9,10.4,16.9,26.8,81.6,6.2
E01002504,Hillingdon 027D,8.2,23,17.2,49.3,12.5,18.7,17.4,80.3,6.4
E01002506,Hillingdon 027E,11.6,14.2,19.6,24.1,20,9.2,36.2,82.8,4.8
E01002507,Hillingdon 027F,7.7,21.7,14.4,26.1,13.5,24.9,6,86.4,3.9
E01002486,Hillingdon 028A,7.1,18.2,19.3,39.6,13.1,20.2,26.8,83.4,4.5
E01002487,Hillingdon 028B,8.3,22.5,12.5,29,14.9,23.5,24.4,83.9,4.2
E01002526,Hillingdon 028C,8.6,20.5,21.4,62.2,10,14.8,39.1,84.8,5.1
E01002528,Hillingdon 028D,8.1,25.2,19,64.6,7.5,21.7,30.9,78.8,6.7
E01002532,Hillingdon 028E,9.1,19.8,18.2,62.5,9.9,13.4,33.2,84.7,5
E01002445,Hillingdon 029A,8.7,17.2,26.5,60,10.7,15.5,45.1,83.3,4.3
E01002525,Hillingdon 029B,5.1,33.2,10.4,76.8,3.8,34.2,9,82.4,5
E01002529,Hillingdon 029C,7,21.4,17,53.7,13,18.7,18.8,86.7,3.3
E01002530,Hillingdon 029D,9.5,19.2,23.9,70.6,8.7,15.3,47.2,79.7,6.4
E01002531,Hillingdon 029E,4.3,35.6,9,74.5,3,33.4,16.8,82.1,5.3
E01002407,Hillingdon 030A,10.3,18.5,17.4,24,17.9,18.9,21.8,83.3,4.9
E01002488,Hillingdon 030B,6.7,25.7,15.4,38,10.1,29.3,9.6,83.6,4.5
E01002489,Hillingdon 030C,8,19.7,13.2,21.4,9.4,25.5,9.1,84.8,4.3
E01002490,Hillingdon 030D,7.1,20.9,14.9,31.9,9.7,24.7,7.6,85.7,3.7
E01002492,Hillingdon 030E,7.2,20.1,16.8,24.2,8.1,25.8,9.8,83.1,5.1
E01002444,Hillingdon 031A,7.1,28.5,7.8,51.8,9.5,27.8,6.7,82.7,5.3
E01002446,Hillingdon 031B,5.9,26.9,12.3,63.7,4.6,31.1,12.3,84.1,3.7
E01002447,Hillingdon 031C,6.5,22.5,15.2,53.2,7.7,12,14.4,86.8,3.6
E01002527,Hillingdon 031D,6.9,26.7,11.3,73.8,6.6,31.8,16.2,79.2,5.4
E01002443,Hillingdon 032A,6.7,25.4,11,30.4,5.5,21.9,3.5,85.4,3.4
E01002448,Hillingdon 032B,7.3,24.6,11.9,48.5,8.1,22.5,14.5,85.3,4.5
E01002449,Hillingdon 032C,5.6,20.3,10.8,42.3,8.5,15.5,8,85.4,4
E01002491,Hillingdon 032D,9.2,21.2,18.5,33,13.8,20.2,30.6,81.7,4.9
E01002493,Hillingdon 032E,8.3,19.3,25.3,35.5,18.6,14.8,42.6,84.9,4.7
E01002496,Hillingdon 033A,6.7,23.6,11.9,73,6.3,21.3,11.9,83.9,3.8
E01002497,Hillingdon 033B,6.8,26.7,14.5,68.5,7.3,28.2,12,84.2,4
E01002498,Hillingdon 033C,4,34.5,10.3,74.9,3.3,41.3,6.2,83.6,3.1
E01002499,Hillingdon 033D,7,28.8,14.9,70,5.6,31.3,9.3,83.4,4.2
E01032577,Hillingdon 033E,4.9,32.1,16.3,74.9,3.6,32.3,9.8,83.1,4
E01002569,Hounslow 001A,4.1,29,5.9,85,3.4,26.3,12.9,87.7,3.2
E01002570,Hounslow 001B,5.4,27.2,7.9,81.9,3.9,19,17.8,89,3.5
E01002573,Hounslow 001C,4.3,25.6,3.8,85.8,3.5,34.5,10.6,91.3,2.6
