lsoa,names,unemployment_rate,couple_household_without_dependent_children,lone_parent_household,ethnic_white,ethnic_black,tenurec_owned_outright,tenurtc_social_rented,good_health,bad_health
E01001878,Hammersmith and Fulham 001E,12.1,16.2,28.9,53.7,20.7,11.9,60.8,80.9,6.5
E01001955,Hammersmith and Fulham 002A,13.6,12.8,27.3,48.3,27.6,8,60.8,79.3,7.4
E01001957,Hammersmith and Fulham 002B,13,10.7,27.4,35.1,37.3,5.6,69.3,79.5,7.7
E01001958,Hammersmith and Fulham 002C,13.4,10.6,30,31.6,40.2,2.4,78.8,80.3,6.4
E01001961,Hammersmith and Fulham 002D,14.4,12,27,33.4,38.8,4.6,70,80.2,6.5
E01001954,Hammersmith and Fulham 003A,6.9,16,16.3,61.4,18.1,15.9,41.3,82.4,6.2
E01001956,Hammersmith and Fulham 003B,8.6,20.2,17.9,66.2,12.9,20.2,38.1,83.7,6
E01001959,Hammersmith and Fulham 003C,11.6,17.9,20.2,50.2,20,17.7,47.3,76.9,9.2
E01001960,Hammersmith and Fulham 003D,4.5,18.1,10.9,67.2,12.1,16.3,21.2,89.3,3.3
E01001943,Hammersmith and Fulham 004A,7.7,17.6,9.8,60.9,14.1,10.6,30.7,83.9,5.2
E01001944,Hammersmith and Fulham 004B,16.7,10.5,16.9,38.7,37.7,4.7,74.7,76.1,8.9
E01001945,Hammersmith and Fulham 004C,5.5,19.4,11.8,68.6,13.2,17.6,32.1,84.8,6
E01001946,Hammersmith and Fulham 004D,7.1,17.1,13,64.5,16.4,13.5,38.3,86.4,5.1
E01001862,Hammersmith and Fulham 005A,8.6,17.5,12.9,57.7,19.3,8.9,46.6,80.9,6.3
E01001940,Hammersmith and Fulham 005B,8.6,18.8,13.2,56.8,19.9,8.4,38.4,82,6.6
E01001941,Hammersmith and Fulham 005C,6.1,19.4,7.9,65.5,10.7,10.9,20.6,89.7,3.6
E01001942,Hammersmith and Fulham 005D,7.5,17.7,10.5,63.5,13.3,12.3,27.1,85,5.4
E01001858,Hammersmith and Fulham 006A,6.3,17.2,12,64.4,13.1,10.9,36.6,82.9,5.6
E01001860,Hammersmith and Fulham 006B,11.3,14,13.7,53.9,19.7,6.8,44.2,83.4,6.8
E01001861,Hammersmith and Fulham 006C,7.9,19.7,13.9,56.4,22,11.2,39.9,82.9,5.6
E01001863,Hammersmith and Fulham 006D,6.1,21.8,11.5,74.6,12.5,17.4,23.2,89,4.1
E01001864,Hammersmith and Fulham 006E,6.9,19.2,8.3,70.5,12.2,14.2,29.7,82.6,6.5
E01001852,Hammersmith and Fulham 007A,4.4,25.8,5.2,73.4,7.1,14.5,15.3,89.6,2.8
E01001853,Hammersmith and Fulham 007B,4.7,24.5,6.8,78.8,6.5,18.1,16.7,90.3,3.3
E01001854,Hammersmith and Fulham 007C,6.7,20.6,7.9,70.9,9.7,13.8,22,87.5,4.5
E01001857,Hammersmith and Fulham 007D,9.9,15.8,14.5,52.8,23.5,8.3,52.7,77.9,8.3
E01001859,Hammersmith and Fulham 008A,7.7,21.2,14.1,58.4,20,10.2,35,88.5,4.2
E01001865,Hammersmith and Fulham 008B,7.2,20,10,71.9,7,21.5,18.4,87.3,4.3
E01001927,Hammersmith and Fulham 008C,5.2,26.4,5.9,83.9,2.1,38.2,6.3,90.2,2.6
E01001930,Hammersmith and Fulham 008D,6,19.2,9.3,71.1,10.5,16.2,37.4,76.1,8.7
E01001895,Hammersmith and Fulham 009A,5.8,21.7,9.3,69.5,11,16.2,27.4,87.1,3.8
E01001896,Hammersmith and Fulham 009B,4.7,19.6,10.6,63,14.3,13,35,87.4,4.5
E01001897,Hammersmith and Fulham 009C,4.7,22.5,8.7,78,8,24.1,23.6,87.5,3.8
E01001929,Hammersmith and Fulham 009D,3.1,22.1,5.9,85.8,3.4,32.3,11.4,89,2.9
E01001851,Hammersmith and Fulham 010A,3,26,6.2,83.6,5.9,24.7,15.5,90.8,2.5
E01001855,Hammersmith and Fulham 010B,4.8,25.5,6.4,79,5.8,16.6,17.1,89.9,3.5
E01001856,Hammersmith and Fulham 010C,7.7,17.4,14.1,64.4,15.2,12.1,39.3,84.4,5.1
E01001869,Hammersmith and Fulham 010D,2.9,26.3,4.9,82.6,3.7,27.2,16.2,89.1,3.1
E01001873,Hammersmith and Fulham 010E,7.1,18.1,12.2,69.3,9.9,15.7,36.3,83.8,5.2
E01001928,Hammersmith and Fulham 011A,7,19.3,11.8,71.2,11.5,20.1,28.7,84.3,6.4
E01001931,Hammersmith and Fulham 011B,7.4,20,11.3,59.9,13.2,13.3,22.7,87.6,4.4
E01001932,Hammersmith and Fulham 011C,7.1,22.7,8.1,71.3,8.5,12.9,27.6,87.5,4
E01001933,Hammersmith and Fulham 011D,7.1,24.7,9,72.7,8.8,32,19.5,85,3.8
E01001866,Hammersmith and Fulham 012A,6.4,21.2,7.4,65.4,5.4,21,13.2,88,3.9
E01001867,Hammersmith and Fulham 012B,6.2,18.6,5.9,56.2,5.2,19.4,14.4,82.2,5.5
E01001868,Hammersmith and Fulham 012C,9.2,15.1,21.1,54.6,19.1,3.8,60,79.5,7.5
E01001870,Hammersmith and Fulham 012D,5.2,18.6,7.2,61.9,6.8,13.3,13,89.6,3.8
E01001871,Hammersmith and Fulham 012E,6,20.4,6.4,60.5,4.6,23.9,12.5,87.3,3.7
E01001872,Hammersmith and Fulham 012F,8.1,22.9,5.5,66.8,5.8,14.6,18.6,88.8,3.6
E01001893,Hammersmith and Fulham 013A,9.9,17.7,21.6,59.6,17.4,7.5,58.9,82.6,5.9
E01001894,Hammersmith and Fulham 013B,9.2,15.3,12.8,65.2,18.4,14.8,43.5,79.5,8.4
E01001898,Hammersmith and Fulham 013C,6.6,22.4,7.1,67.8,9.2,14.7,18.8,88.3,3.9
E01001899,Hammersmith and Fulham 013D,10.9,16.5,18.2,60.7,15.1,6.2,64.8,73.2,11.2
E01001900,Hammersmith and Fulham 013E,7.2,16.6,13.8,64.1,14.8,9.4,51.2,78.7,8.2
E01001889,Hammersmith and Fulham 014A,4.3,19.9,7.1,76.6,6.8,18.7,19.6,86.6,4.5
E01001910,Hammersmith and Fulham 014B,4.8,23.1,5,70.2,7.5,11.7,21.3,88.4,3.4
E01001913,Hammersmith and Fulham 014C,2.8,20.7,3.2,84.6,1.5,19.6,3.7,94.5,1.3
E01001914,Hammersmith and Fulham 014D,5.2,21.5,5.3,67.2,8.2,8.9,19.6,89.4,2.9
E01001885,Hammersmith and Fulham 015A,16.6,12.1,28.3,44,28.1,3.9,78.6,74,10.4
E01001908,Hammersmith and Fulham 015B,5.9,22.7,5.8,70.1,5.7,10.6,13.6,90.2,3.2
E01001909,Hammersmith and Fulham 015C,6.5,22,9.7,72,9.4,12.1,34.3,82.6,5.8
E01001911,Hammersmith and Fulham 015D,10.3,12.8,21,50.5,23.2,5.6,59.9,78.6,7.2
E01001912,Hammersmith and Fulham 015E,12.2,12.8,21.7,47.3,21,6.2,58.5,81.8,7.1
E01001886,Hammersmith and Fulham 016A,8.7,17.2,17.2,66.9,14.2,13.4,38.7,85.9,4.9
E01001887,Hammersmith and Fulham 016B,5.5,16,10.3,68.4,11.1,11.9,43.5,80.6,7.4
E01001890,Hammersmith and Fulham 016C,3.7,10.7,5.3,57.9,9.8,8.7,49.1,89.9,3
E01001892,Hammersmith and Fulham 016D,8.4,16.7,17.7,65.2,16.5,10.6,50.1,83,6.6
E01001880,Hammersmith and Fulham 017A,5.9,21.9,9.4,74.7,7.3,12.8,38.4,83.7,5.6
E01001881,Hammersmith and Fulham 017B,3.7,25.4,8.5,80.7,4.9,22.3,17,88.5,3.8
E01001882,Hammersmith and Fulham 017C,4.2,22.8,5.6,77.6,5.6,18.1,11,91.9,2.1
E01001883,Hammersmith and Fulham 017D,5.2,19.8,9,70.2,7.7,9.9,35,83.8,5.8
E01001884,Hammersmith and Fulham 017E,5.4,16.5,8.2,66.3,10.7,8.8,46.3,82.6,6.7
E01001888,Hammersmith and Fulham 018A,4.8,23.1,7,80.2,3.4,26.9,15.7,86.3,4.2
E01001891,Hammersmith and Fulham 018B,3.2,20.5,4.6,72.1,4.7,17.8,7.3,91.4,2.4
E01001917,Hammersmith and Fulham 018C,3.3,21.5,8.3,84.1,4,19.3,27.9,83,5.1
E01001918,Hammersmith and Fulham 018D,4.8,19.3,9,80.8,4.9,24.8,13.7,89.3,3.9
E01001919,Hammersmith and Fulham 018E,4.4,21.9,6.6,82.9,3.2,33,12.1,88.7,3.9
E01001879,Hammersmith and Fulham 019A,7.6,17.4,10.6,72.6,11.3,17.7,32.7,85.3,6.4
E01001901,Hammersmith and Fulham 019B,5.1,21.4,7.6,83.6,3.4,24.9,13.8,91.8,2.8
E01001902,Hammersmith and Fulham 019C,4.6,24.2,6.6,79.8,6.9,14,22.2,85.7,5.1
E01001903,Hammersmith and Fulham 019D,7.2,18.1,15.1,66.4,11.8,16.3,38.5,84.9,5.5
E01001920,Hammersmith and Fulham 020A,7.4,14.4,7.9,72.8,9.8,12.6,48.1,75.9,9.8
E01001921,Hammersmith and Fulham 020B,6.8,20.7,7.4,83.4,5.4,21,22.2,89,2.9
E01001922,Hammersmith and Fulham 020C,5.3,22.7,6.9,83.8,3.7,34,12.8,91.9,2.4
E01001923,Hammersmith and Fulham 020D,3.9,21.4,9.2,77.1,5.5,21,25.9,87.7,3.5
E01001924,Hammersmith and Fulham 020E,3,18.2,4.5,86.6,1.2,27.6,6.8,94.3,1.1
E01001947,Hammersmith and Fulham 021A,13.1,12.4,25.5,50.9,25.3,4.7,72.4,80,7.9
E01001948,Hammersmith and Fulham 021B,4.4,22.3,7.7,79.4,7,19,15.2,90.4,3.3
E01001949,Hammersmith and Fulham 021C,4,22.3,5.5,89.2,2.3,20.2,9,92.8,1.7
E01001950,Hammersmith and Fulham 021D,3.7,24.4,4.7,87,2.6,25.5,7.1,93.5,2
E01001951,Hammersmith and Fulham 021E,5,19.7,7.7,79.7,6.3,19.1,23.8,88.5,3.2
E01001953,Hammersmith and Fulham 021F,6.8,17.2,11.8,71.3,9.7,9.3,33,84.5,4.9
E01001904,Hammersmith and Fulham 022A,4.5,24.2,4.4,84.4,4.7,23.1,9.8,90.3,2.8
E01001905,Hammersmith and Fulham 022B,2.6,21.9,5.5,84.8,3.4,22.1,13.9,89.7,2.8
E01001906,Hammersmith and Fulham 022C,4.1,25,4.3,82.3,4.4,19.4,14.3,90.1,3.1
E01001907,Hammersmith and Fulham 022D,4.5,24.9,7.1,85,3.1,25.2,13.1,90.6,3.1
E01001935,Hammersmith and Fulham 023A,6.2,20,10.8,78.4,7.9,16.6,30.6,85.3,4.8
E01001939,Hammersmith and Fulham 023C,6.4,20,15.1,66.8,11.9,16.3,41.3,84.2,5.2
E01032788,Hammersmith and Fulham 023D,8.1,14.9,20,69.3,14.2,13.5,35.7,86.4,4.8
E01032789,Hammersmith and Fulham 023E,5.2,16.9,11.9,55.9,12.4,9.6,30.7,92.2,3.3
E01032790,Hammersmith and Fulham 023F,4.6,18.1,13.1,58,14.3,16.9,30.5,88.5,4
E01001915,Hammersmith and Fulham 024A,4,20.1,6.1,87.3,3,31.9,15,88.9,2.9
E01001916,Hammersmith and Fulham 024B,3.4,29.9,3.6,90.6,0.8,46.4,2.5,88.3,2.6
E01001926,Hammersmith and Fulham 024C,3.9,25.9,4.7,87.4,1.4,32.3,6.7,92,2.1
E01001952,Hammersmith and Fulham 024D,4.6,20.4,5.4,79.8,5.1,14.3,16.1,90.1,3.5
E01001925,Hammersmith and Fulham 025A,3.9,22.3,4.6,84.1,2.9,30.4,12.2,92,2
E01001934,Hammersmith and Fulham 025B,9.1,19.2,17.6,67.5,12.9,15,44.9,84.3,4.9
E01001937,Hammersmith and Fulham 025C,5.2,19.6,8,83.1,4.2,23.6,12.4,90.8,2.9
E01001938,Hammersmith and Fulham 025D,6.5,19,18,65.4,16.5,10.1,45.3,85.3,5.4
E01001969,Haringey 001A,10,19,14.4,63.5,14.5,11.8,26.1,81.6,5.7
E01001971,Haringey 001B,12.5,13.4,23.1,49.4,25.8,6,57.8,80.2,7.1
E01001974,Haringey 001C,8.5,20.9,9.5,65.5,10.3,19.4,8.4,85.4,4.9
E01001975,Haringey 001D,8.2,20.9,10.6,67.1,12.8,15.5,11.7,87.8,4.1
E01002036,Haringey 002A,16,13.2,23.7,38.7,41.1,17.6,39.1,79.3,6.9
E01002037,Haringey 002B,22.8,10.3,23.1,38.3,39.4,8.5,50.1,76.4,8.2
E01002039,Haringey 002C,18.7,7.8,35.1,39.6,41.1,3.8,78.4,76.4,8.9
E01002040,Haringey 002D,13,15.9,23,37,44.2,15.4,31.5,80.1,5.6
E01001962,Haringey 004A,5.8,21.2,13.4,71.7,10.2,26.4,16.2,86.5,4.1
E01001970,Haringey 004B,10.3,14.4,25.1,49.2,26.5,8.7,40.2,83.6,5.7
E01001972,Haringey 004C,8.8,20.2,15,61.8,17.9,15.4,36.6,80.3,7.2
E01001973,Haringey 004D,5.5,22.2,15.4,65,12.9,21.6,24.4,84.3,4.4
E01002090,Haringey 005A,9.9,20.9,21.5,51.5,22.7,17.7,37.9,79.5,7.7
E01002093,Haringey 005B,12.2,15.7,26.2,52,26.9,7.4,57.7,74.3,8.9
E01002096,Haringey 005C,13.1,13.7,26.9,50.6,25.3,9.8,56.9,77,9.3
E01002097,Haringey 005D,14.6,12.5,34.1,45.5,26.4,10.8,46.1,80.8,6.8
E01002091,Haringey 006A,12.8,17.3,22.7,49.6,28.1,11.3,54.5,75,9.2
E01002092,Haringey 006B,12.5,13.9,23.5,40.2,37.8,6.4,30.6,82,6.2
E01002094,Haringey 006C,12.4,17.9,34.9,44.8,30.4,10.7,49.5,79.4,6.8
E01002095,Haringey 006D,13.8,12.3,32.6,45.5,28.5,5.5,57,80.4,7.1
E01002098,Haringey 007A,7.2,24,10.8,68.6,11,18.5,16.7,83.5,4.9
E01002101,Haringey 007B,7.8,22.9,9.9,62.1,13.4,18.8,8,83.8,5.7
E01002102,Haringey 007C,8.5,21.7,14.9,60.3,14.9,14.1,15.7,82,5.6
E01002105,Haringey 007D,8.1,22.6,13.5,60.5,14.1,8.7,20.4,83.1,4.7
E01002099,Haringey 008A,14,14.5,22.4,48.1,27.5,5.3,55.8,77.3,9.3
E01002100,Haringey 008B,8.8,17.5,17.9,49.1,18.8,17.6,27.2,81,5.8
E01002103,Haringey 008C,6.4,19.2,15,56.1,15.3,20.6,14.6,82.7,4.9
E01002104,Haringey 008D,10.2,22.6,19.4,52.9,18.2,24.2,21,79.3,6.1
E01001963,Haringey 009A,6.6,26.5,8.4,82.2,5.4,31.1,6.5,88.1,4
E01001964,Haringey 009B,5.1,28.2,9.3,75.9,7.2,20.7,10.3,89.5,3.2
E01001965,Haringey 009C,4.7,29.2,7.9,82.5,4.9,25,10.4,88.6,4.2
E01001966,Haringey 009D,4.1,27.9,7.9,83,3.9,38.3,4.9,87.4,3.2
E01002027,Haringey 010A,7.2,17.6,18.8,57.5,17.2,15.2,30.8,79.4,8.4
E01002028,Haringey 010B,9.3,19.8,19.2,57.4,17.5,16.3,27.8,81.4,6.3
E01002032,Haringey 010C,9.9,12,23.1,55,19.4,9,50.6,80.4,8.2
E01002033,Haringey 010D,13.5,17.1,25.5,52.8,20,11.6,44.6,79,6.8
E01001976,Haringey 011A,10.3,15.4,21.7,43.1,35.9,15.1,28.3,80.8,6.8
E01001977,Haringey 011B,10.7,15.5,19.5,45.3,31.4,11.2,33.7,80.8,7.5
E01001978,Haringey 011C,9.9,13.4,20.4,38.7,37.3,9,41,77.4,7.9
E01001979,Haringey 011D,10.9,13.6,20.8,40.2,32,8.4,37,82.2,6.5
E01002074,Haringey 012A,15.5,12.7,26.1,37.3,41.4,7.3,43.8,79.8,6.4
E01002077,Haringey 012B,12,12.7,31.8,46.9,29.5,5.4,58.3,83.4,5.2
E01002079,Haringey 012C,11,19.7,20.8,46.7,28.4,20.6,15.4,82.9,4.7
E01002081,Haringey 012D,13.4,14.5,19.3,40.9,32.4,5.9,55.8,76.8,8.5
E01002082,Haringey 013A,15.6,12.7,31.2,33.4,46.8,2.3,79.4,76.5,9.4
E01002086,Haringey 013B,12.1,18.8,17.9,50.6,27.2,17.5,36.2,78.1,8.5
E01002088,Haringey 013C,7.5,18.8,13.4,61.5,13.5,24.1,16.3,82.1,5.9
E01002089,Haringey 013D,19.8,7.3,26.4,32.8,50.6,1.6,85.2,79.3,7.6
E01001967,Haringey 014A,3.9,27,8.5,82.7,3.2,35.9,5.7,90,2.8
E01001968,Haringey 014B,4.9,25.2,7.6,79.2,3.7,21,8.5,87.5,3.9
E01001996,Haringey 014C,5.4,24.9,6.9,84.7,4.2,18.6,8,88.3,3.1
E01001997,Haringey 014D,6,23.8,5.3,83.2,2.6,15.1,3.8,89.4,2.2
E01002075,Haringey 015A,12.7,12.4,28.9,42.8,33.6,12.4,39,83.2,5.4
E01002076,Haringey 015B,10.6,15.2,25.4,41,32.5,16.9,26.3,81,6.3
E01002078,Haringey 015C,10.9,15.8,18.2,44.3,33.4,8.8,45.3,80.4,7.6
E01002080,Haringey 015D,8.9,16.9,18.4,40.8,27.7,22.9,15.7,81.1,6
E01002026,Haringey 016A,15.2,11.7,20.1,44.8,31.2,3.8,70.6,73.3,11.4
E01002029,Haringey 016B,8.1,13.9,18.6,52.2,22.9,6.6,42.6,79.6,7.2
E01002030,Haringey 016C,8.7,20.7,13.8,57.4,16.3,19.9,17.6,81.1,6
E01002031,Haringey 016D,8.8,18.3,13.9,60.8,14.6,15.1,17.3,83.4,5.9
E01001991,Haringey 017A,3.8,20.2,9.3,81.4,4.3,13.6,6.5,87.7,3.7
E01001992,Haringey 017B,3.2,29.5,5.7,85.3,1.5,39.6,4.3,89.5,2.2
E01001993,Haringey 017C,3.6,22.5,6.2,88.4,1.1,41.4,7.7,89.3,3.3
E01001995,Haringey 017D,9,18,22.4,67.1,12,14,33.6,83.1,5.7
E01001980,Haringey 018A,9.2,16.5,17.7,43.9,30.7,18.9,19.2,82,5.6
E01001981,Haringey 018B,14,14.1,18.8,42.4,30.9,16.8,21.8,83.5,5.5
E01001982,Haringey 018C,9.8,14.5,17.5,47.9,33,18.8,21.6,81.9,6.1
E01001983,Haringey 018D,9.6,18.5,20.3,53.3,23.2,20.3,17,82.7,5.6
E01002083,Haringey 019A,6.8,26.2,7.6,59.1,12.5,31.7,6.1,81.9,5.6
E01002084,Haringey 019B,7.8,20.7,10,61.7,12.5,21.5,16.5,81.5,5.6
E01002085,Haringey 019C,8.5,21.9,13.3,56.2,16.9,14.5,26.3,81.5,6.5
E01002087,Haringey 019D,9.8,18.9,13.4,58.1,16,15.8,26.9,80.2,7.5
E01002014,Haringey 020B,6.1,25.6,9.8,72.6,9.4,11.3,18.4,85.6,5
E01002015,Haringey 020C,11.1,24,15.7,65.3,16.3,16.8,42.5,77.6,7.8
E01002018,Haringey 020D,9,21.4,17.8,73.2,11.1,16.4,35.9,81.4,6.4
E01033085,Haringey 020E,7.5,26,11,63.7,14.2,4.3,23.2,86.6,3.4
E01033086,Haringey 020F,14.4,13.3,25.4,51.8,24.7,3.3,70.5,71.5,10.6
E01002020,Haringey 021A,6.3,21.7,11.2,77.2,9,20,16.7,85.5,5.1
E01002022,Haringey 021B,4.4,26.1,5.7,85.8,3.1,14.8,3.6,88,3.4
E01002023,Haringey 021C,3.6,26.6,7.7,85.1,5,33.7,9.5,88.3,3.4
E01002025,Haringey 021D,4.3,29.7,5.8,84.2,3,36.6,4,92,1.4
E01002013,Haringey 022A,5,28.1,10.8,82.9,5.4,22.4,11.3,87.7,3.6
E01002019,Haringey 022B,4.2,36.4,6.6,87.1,2.3,36.2,4,88.8,2.7
E01002021,Haringey 022C,4,27.4,7.6,85.6,4.4,36.2,10,88.2,2.6
E01002024,Haringey 022D,5.1,26.2,8.2,81.1,6,23.4,20.2,84.6,5.2
E01001998,Haringey 023A,6.2,24,9,68.4,8.7,16.1,8,84.3,4.9
E01001999,Haringey 023B,6.8,20.9,10.4,65.8,11.5,17.2,9.2,83.3,5.7
E01002003,Haringey 023C,10.1,15.2,16,57.8,17,6.1,27.1,82.5,6
E01002004,Haringey 023D,8.2,22.7,11.1,64.2,10.9,23.5,15.5,83,6.4
E01002067,Haringey 024A,12.8,14.3,17.3,49.8,27.4,10.4,48.6,77.8,8
E01002069,Haringey 024B,12.9,14.8,11.6,50.6,24.5,8.4,34.7,78.1,7.9
E01002070,Haringey 024C,9.5,18,16.3,52.1,22.1,17.5,18.1,84.6,4.6
E01002073,Haringey 024D,10.3,13.2,19.2,49.7,26.3,9.7,39.8,80.7,6.9
E01002066,Haringey 025A,11,9.7,24.6,37.6,36.8,4.5,56.2,79.6,8.8
E01002068,Haringey 025B,12.5,15.4,14.5,51,30.1,10.7,26.1,82.3,6.4
E01002071,Haringey 025C,11.9,11.4,22.7,38.6,34.9,6.2,51.7,80.1,8.2
E01002072,Haringey 025D,9.6,15.7,18.2,46.7,30.1,9.7,41.9,77.2,9.1
E01002043,Haringey 026A,8.8,19,12.9,53.8,19.9,14.8,15.8,82.9,5.1
E01002045,Haringey 026B,13.9,11.3,19.8,45.9,29.3,10.2,36.6,80.2,7.8
E01002046,Haringey 026C,9.7,13,18.9,46.7,33.4,13.6,38.8,77.5,8.2
E01002049,Haringey 026D,9.4,15.2,18.6,45.6,28.8,14.8,34.5,78.8,7.1
E01002042,Haringey 027A,6.5,19.8,9.2,60.5,16.7,22.4,11.1,81.9,6
E01002044,Haringey 027B,7.3,23.4,10,65.4,9.5,19.5,10.5,85.6,4.9
E01002047,Haringey 027C,5.9,18.9,10,65.6,9.5,22,12.5,81.7,6.2
E01002048,Haringey 027D,9.2,17.5,15.1,55.5,19.1,18,23.6,81.3,6.9
E01002016,Haringey 028A,5.6,22.7,14,69.7,14,13.8,30.1,84.2,6.6
E01002017,Haringey 028B,11.3,25.3,10,69.7,13,13.8,18.9,88.3,3.4
E01002059,Haringey 028C,8.4,20.3,13.9,72.9,12.1,16.6,33.4,82.7,6.3
E01002060,Haringey 028D,4.5,24.8,9,81.5,6.8,19.3,14.4,89.1,3.1
E01002050,Haringey 029A,6,15.8,13.1,68.3,11.5,25.1,11.8,88.3,3.6
E01002051,Haringey 029B,10.3,15,15.9,52.1,25.5,10.2,35.1,83.1,5.5
E01002052,Haringey 029C,9.2,18.1,12.5,68.1,11.5,20.2,20.3,86.5,4
E01002055,Haringey 029D,5.3,18.6,8.1,72.2,7.7,21.5,13.4,88.8,4.1
E01001994,Haringey 030A,3.7,30.3,6.8,75.6,4.6,27.5,8.6,87.1,3
E01002008,Haringey 030B,3.3,26.9,7,82.5,2.9,37.5,13.7,87.2,4.1
E01002010,Haringey 030C,4.2,28.4,13.5,77,7.4,25.2,26.7,83.3,5.6
E01002011,Haringey 030D,4.2,27.7,7.9,77,7.2,20.4,15.4,88.1,3.8
E01002000,Haringey 031A,5.9,20.6,10.3,69.4,11.7,18.7,10.6,85.3,4.7
E01002001,Haringey 031B,6,23.3,6.8,69.5,9.1,17.9,9.9,86.1,4.4
E01002002,Haringey 031C,7.1,22.7,10.8,65.3,13,10.8,14.6,85.4,4.7
E01002058,Haringey 031D,8.1,19.8,11.3,61.5,14.5,14.4,18.4,84.5,5
E01002053,Haringey 032A,11.4,14,20.7,46.1,29.6,8.7,44.3,79.6,7.6
E01002054,Haringey 032B,15.8,11,23.8,46.3,32.3,7,59.7,79.1,8.9
E01002056,Haringey 032C,7,12.4,14,56.3,25.9,10.1,38.8,81.7,5.9
E01002057,Haringey 032D,8.9,23.2,15.3,56.8,25.1,17.1,26.6,82.5,5.8
E01001984,Haringey 033A,4.6,25.7,5.3,78.6,5.7,20.3,13.4,88.3,3.3
E01001985,Haringey 033B,3.7,25.7,4.9,87.4,2.7,24.6,6.9,89.8,2.9
E01001987,Haringey 033C,3.7,33,4.1,84.4,2.4,33.8,3,90.8,2.5
E01001989,Haringey 033D,5.2,28.7,6.7,80.1,6.7,24.9,13.7,88.6,3.5
E01001986,Haringey 034A,3.5,22.6,8.2,81.3,5.4,20.7,14.7,90.6,2.1
E01001988,Haringey 034B,4.4,26.3,6.1,82.2,4.2,17,13.3,87.3,3.6
E01001990,Haringey 034C,6.4,24.4,6.4,80,3.6,11.9,6.9,91.1,3.1
E01002062,Haringey 034D,4.7,28.3,6.4,74,10.1,14.2,13.8,88.7,2.9
E01002005,Haringey 035A,3.3,28,5.6,80.8,3.1,10.3,7.3,91.3,2.8
E01002006,Haringey 035B,4.5,27.1,6.8,81.3,5.2,17,7.3,90.7,2.9
E01002007,Haringey 035C,4.5,30.5,4.5,83.9,4,32.3,4.6,90,2.3
E01002009,Haringey 035D,3.3,27.1,5.6,85.4,1.9,29.9,4,90.3,1.9
E01002061,Haringey 036A,4.9,28.2,7.4,80.2,7.2,17.9,12.5,88,3.6
E01002063,Haringey 036B,6.5,19.2,11.1,71.6,13.2,12.6,27.8,85.8,4.1
E01002064,Haringey 036C,7.9,20.5,16.4,62.4,20.3,11.9,36.6,81.4,5.8
E01002065,Haringey 036D,5.8,25.5,7.5,74.7,10.9,7.9,25.2,83.3,6.6
E01002034,Haringey 037A,19.2,9.2,24.5,35.8,42.1,3.7,57,77.6,7.5
E01002038,Haringey 037B,15.3,11.1,25.6,46.8,32.3,4.6,45.2,78.4,7.6
E01002041,Haringey 037C,14.1,14.3,21.6,40.3,39.8,10.7,38.5,78.9,8.2
E01032575,Haringey 037D,12.2,13.2,25.4,37.4,41.7,6.2,51,82.2,5.5
E01002755,Islington 001A,13.7,15,18.4,63.7,16.5,6.1,67.9,74.1,10.9
E01002756,Islington 001B,6.8,19.5,13,72.1,12.6,13.9,32,81.5,6.9
E01002758,Islington 001C,12.3,13.8,20.7,54.6,21.3,3.7,66.1,79.1,7.8
E01002804,Islington 001D,10.1,16,19.9,55.5,24.7,4.4,53.8,77.2,8.7
E01002807,Islington 001E,9.7,14.7,18.4,61.2,18.9,7.9,48.5,79.2,7.2
E01002811,Islington 001F,10.4,15.3,19.3,58.7,23.1,10.2,55.3,80.8,7.1
E01002753,Islington 002A,9.4,20,13.9,62.6,18.8,7.8,46.5,80.1,6.9
E01002754,Islington 002B,6.5,22.8,9.8,79.2,7.8,20.7,21.2,86.5,3.6
E01002757,Islington 002C,8.6,20,21.5,66.4,14.1,15.9,41.2,84.7,6.4
E01002759,Islington 002D,3.9,25.5,10.5,76.3,9.5,20.5,25.5,82.3,6.5
E01002760,Islington 002E,14.8,13.4,24.6,55.2,22.2,7.7,58.6,75.6,10
E01002772,Islington 002F,7.7,18.3,13.8,67.9,14.7,11.5,34,83.5,4.8
E01002735,Islington 003A,6.5,19.9,12.7,59.4,18.5,7.7,37.5,80.1,7.3
E01002805,Islington 003B,5.8,25.1,11.2,70.3,12.5,9.5,27.3,85.1,6.4
E01002806,Islington 003C,8,21.2,12.2,72,15.5,17.2,35.4,80.3,7.3
E01002808,Islington 003D,7.1,20.8,15.4,71.3,11.2,11.1,30.5,80.9,7
E01002809,Islington 003E,9.9,18,15.3,63.3,12.6,12,37.1,82,6
E01002810,Islington 003F,9.8,16.3,15.9,60.6,20.9,8.6,48.8,79.2,7.9
E01002768,Islington 004A,7.8,19,12.7,74.4,8.7,7.6,50.9,80.4,7.7
E01002770,Islington 004B,5.8,22.4,11.1,69.4,11.5,14.2,27.9,79.3,7.4
E01002771,Islington 004C,10.1,19.3,16.1,67.8,14.5,12.9,47.2,81.6,7.2
E01002773,Islington 004D,12.8,15.8,15.4,60.2,17.1,7.2,66.7,70.1,12
E01002774,Islington 004E,9.2,19.5,13.7,69.5,11.9,8,45.8,81.1,6
E01002732,Islington 005A,14.2,14.6,17.9,49.5,25.9,3.5,63.3,72.9,11.3
