population_density,population_density_log
22,3.091042453
33.6,3.514526067
27.4,3.310543013
33.4,3.5085559
182.7,5.207845463
39.1,3.666122467
45.5,3.817712326
21.9,3.086486637
34.6,3.543853682
21.6,3.072693315
36.3,3.591817741
20,2.995732274
20.6,3.025291076
19.4,2.965273066
30,3.401197382
22.6,3.117949906
57.3,4.048300624
33.9,3.523415014
30,3.401197382
15.1,2.714694744
60.4,4.100989105
19.1,2.949688335
28.8,3.360375387
66.4,4.195697056
48.8,3.887730313
64.1,4.160444364
29.8,3.394508394
40.5,3.701301974
20.5,3.020424886
37.3,3.618993327
52.7,3.964615456
27.6,3.317815773
29.1,3.370738174
379,5.937536205
18.3,2.90690106
20.9,3.039749159
15.1,2.714694744
21.5,3.068052935
23.4,3.152736022
22.4,3.109060959
23.3,3.148453361
54.2,3.992680908
54.2,3.992680908
43.3,3.768152635
37.1,3.61361697
18.6,2.923161581
85.9,4.453183829
65.9,4.188138442
29.5,3.384390263
31,3.433987204
99.3,4.598145571
29.2,3.374168709
22,3.091042453
17.8,2.879198457
24.4,3.194583132
20.2,3.005682604
18.3,2.90690106
19.7,2.980618636
26.7,3.284663565
25.1,3.222867846
44,3.784189634
23.7,3.165475048
21.9,3.086486637
22.6,3.117949906
30.4,3.414442608
10.5,2.351375257
25,3.218875825
69.6,4.242764567
53.2,3.974058396
23.2,3.144152279
31.2,3.440418095
19.5,2.970414466
36.4,3.594568775
16.8,2.821378886
20.5,3.020424886
21.7,3.077312261
18.5,2.917770732
19.3,2.960105096
103.7,4.641502115
612.8,6.418038618
26.5,3.277144733
30.5,3.417726684
25.6,3.242592351
33.1,3.499533282
34.6,3.543853682
23.6,3.161246712
35,3.555348061
16.7,2.815408719
30,3.401197382
15.9,2.766319109
19.4,2.965273066
16.9,2.827313622
20.5,3.020424886
26.7,3.284663565
20,2.995732274
15.6,2.747270914
25.3,3.230804396
30.9,3.430756184
35.6,3.572345638
78.7,4.365643155
24.6,3.202746443
20.8,3.034952987
18.3,2.90690106
31.6,3.453157121
16.7,2.815408719
17.1,2.839078464
22.1,3.095577609
9.8,2.282382386
15.1,2.714694744
59.7,4.08933202
17.4,2.856470206
16.6,2.809402695
22.8,3.126760536
24.2,3.186352633
69.6,4.242764567
22.9,3.131136911
23.7,3.165475048
22.5,3.113515309
21.8,3.08190997
25.4,3.234749174
25.5,3.238678452
15.1,2.714694744
20.1,3.000719815
17.5,2.862200881
15.2,2.721295428
16.8,2.821378886
16.7,2.815408719
13,2.564949357
13.5,2.602689685
85.6,4.449685283
129.2,4.861361591
78.1,4.357990057
57.1,4.044804117
23.6,3.161246712
13.8,2.624668592
36.9,3.608211551
15.9,2.766319109
12,2.48490665
11.3,2.424802726
11.4,2.433613355
16.5,2.803360381
13.4,2.595254707
24.8,3.210843653
12.2,2.501435952
25.4,3.234749174
35.5,3.569532696
23.2,3.144152279
28.8,3.360375387
45.3,3.813307032
23.9,3.173878459
14.4,2.667228207
17.4,2.856470206
27.3,3.306886702
11.9,2.4765384
8.8,2.174751721
12,2.48490665
9.8,2.282382386
13.9,2.63188884
12.5,2.525728644
20.3,3.010620886
9.9,2.292534757
14.8,2.694627181
17.8,2.879198457
15.6,2.747270914
34.7,3.546739687
14.3,2.660259537
38.5,3.650658241
28.9,3.363841595
77.7,4.352855257
22.9,3.131136911
15.2,2.721295428
44.4,3.793239469
21.3,3.058707073
12.7,2.541601993
19.2,2.954910279
27.3,3.306886702
23.1,3.139832618
19,2.944438979
61.2,4.11414719
26.8,3.288401888
22.4,3.109060959
20.5,3.020424886
48.4,3.879499814
27.8,3.325036021
42.3,3.744787086
22.2,3.100092289
82.6,4.414009681
25.7,3.246490992
32.2,3.471966453
39.3,3.671224519
20.3,3.010620886
23.9,3.173878459
160,5.075173815
20,2.995732274
24.9,3.214867803
151.6,5.021245473
25.6,3.242592351
67.2,4.207673248
30.1,3.404525172
14.1,2.646174797
29.4,3.380994674
12.3,2.509599262
15.1,2.714694744
16.4,2.797281335
19.9,2.990719732
19.2,2.954910279
21.1,3.04927304
21.3,3.058707073
13.7,2.617395833
47.3,3.856510295
33.6,3.514526067
18.1,2.895911938
18.4,2.912350665
13.6,2.610069793
39.3,3.671224519
19.2,2.954910279
19.4,2.965273066
13.6,2.610069793
51,3.931825633
99.5,4.600157644
15.4,2.734367509
13.3,2.587764035
19.5,2.970414466
31.6,3.453157121
29.5,3.384390263
47.6,3.862832761
15.9,2.766319109
18.7,2.928523524
41.3,3.7208625
21.8,3.08190997
16.6,2.809402695
44.8,3.802208139
36.6,3.60004824
20.8,3.034952987
23.9,3.173878459
29.2,3.374168709
22.2,3.100092289
41.8,3.73289634
32.4,3.478158423
42.7,3.75419892
29.6,3.387774361
79.8,4.379523504
414.5,6.027072975
303.7,5.716040372
410.2,6.016644846
20,2.995732274
29,3.36729583
39.4,3.673765816
33.2,3.502549876
28.6,3.353406718
41.1,3.716008122
21.5,3.068052935
19.2,2.954910279
31,3.433987204
19.7,2.980618636
18.1,2.895911938
16.8,2.821378886
74.4,4.309455942
28,3.33220451
16.2,2.785011242
68,4.219507705
24.2,3.186352633
23.2,3.144152279
33.1,3.499533282
28.1,3.335769576
43.9,3.78191432
48.7,3.88567903
104.9,4.653007515
29.5,3.384390263
17.8,2.879198457
29,3.36729583
21.6,3.072693315
30.4,3.414442608
18.9,2.939161922
31.7,3.456316681
42.5,3.749504076
51.8,3.947390149
31,3.433987204
40,3.688879454
50.3,3.918005077
31.7,3.456316681
22.3,3.104586678
19.7,2.980618636
20.5,3.020424886
22.2,3.100092289
79.3,4.373238129
252.8,5.532598662
108.3,4.684905154
36.2,3.589059119
24.8,3.210843653
51.5,3.941581808
30.4,3.414442608
23,3.135494216
37.4,3.621670704
429.2,6.061923011
32.6,3.484312288
34.4,3.538056564
108.5,4.686750173
45.5,3.817712326
13.9,2.63188884
21.3,3.058707073
27.6,3.317815773
40.4,3.698829785
33.6,3.514526067
40.7,3.706228092
18.4,2.912350665
12.9,2.557227311
17.1,2.839078464
26.5,3.277144733
67.6,4.213607983
20.5,3.020424886
21.9,3.086486637
27.7,3.321432413
24.1,3.18221184
23.5,3.157000421
24.7,3.206803244
14.5,2.674148649
29.9,3.39785848
35.3,3.563882964
20.6,3.025291076
21.7,3.077312261
25,3.218875825
16.4,2.797281335
17.4,2.856470206
25.5,3.238678452
25.3,3.230804396
39,3.663561646
37.1,3.61361697
23.7,3.165475048
40.7,3.706228092
45.8,3.824284091
21.4,3.063390922
28.7,3.356897123
32.3,3.47506723
25.9,3.254242969
26.4,3.27336401
24.5,3.198673118
20.5,3.020424886
24.4,3.194583132
26,3.258096538
27.1,3.299533728
25.6,3.242592351
17.1,2.839078464
19.2,2.954910279
36.8,3.605497845
17.9,2.884800713
22.6,3.117949906
26,3.258096538
16.1,2.778819272
343.1,5.83802195
26.4,3.27336401
32.3,3.47506723
32.1,3.46885603
29.5,3.384390263
17,2.833213344
17.6,2.867898902
23.2,3.144152279
13.2,2.58021683
12,2.48490665
38.4,3.64805746
27.4,3.310543013
22.4,3.109060959
17.6,2.867898902
16.9,2.827313622
15.5,2.740840024
22.5,3.113515309
11.8,2.468099531
23.5,3.157000421
34.1,3.529297384
22.6,3.117949906
32.7,3.487375078
27.2,3.303216973
22.3,3.104586678
38.9,3.660994251
35.1,3.55820113
39.2,3.668676747
31.1,3.437207819
47.7,3.864931398
52.4,3.958906591
28.9,3.363841595
26.2,3.265759411
35.8,3.577947893
25.1,3.222867846
17.1,2.839078464
24.2,3.186352633
23,3.135494216
20.5,3.020424886
19.1,2.949688335
20.8,3.034952987
23.8,3.169685581
17.8,2.879198457
24.6,3.202746443
55.9,4.02356438
46.9,3.848017675
11.2,2.415913778
14.7,2.687847494
36.8,3.605497845
24.2,3.186352633
22.3,3.104586678
59.7,4.08933202
28.1,3.335769576
18.9,2.939161922
15.4,2.734367509
16.1,2.778819272
20.1,3.000719815
17.3,2.850706502
37.4,3.621670704
64.9,4.172847624
38.5,3.650658241
81.4,4.399375273
34.1,3.529297384
50.8,3.927896355
80.9,4.393213824
458.2,6.12730577
66.5,4.197201948
40.3,3.696351469
27.8,3.325036021
29,3.36729583
154.4,5.039546638
82.2,4.409155302
63.7,4.154184563
31.5,3.449987546
43.6,3.77505715
47.2,3.854393893
33.2,3.502549876
147.1,4.991112628
56.4,4.032469159
30.5,3.417726684
24.8,3.210843653
22.6,3.117949906
27.3,3.306886702
48.6,3.883623531
37.6,3.62700405
42.5,3.749504076
32.4,3.478158423
24.5,3.198673118
22.6,3.117949906
32.8,3.490428515
26,3.258096538
47.2,3.854393893
20.9,3.039749159
29,3.36729583
27.6,3.317815773
19.7,2.980618636
23,3.135494216
29.7,3.391147046
34.2,3.532225644
18.9,2.939161922
47.8,3.867025639
24.7,3.206803244
21.2,3.054001182
50.8,3.927896355
23.4,3.152736022
23,3.135494216
26.5,3.277144733
27.1,3.299533728
27.4,3.310543013
38.2,3.642835516
11.8,2.468099531
18.1,2.895911938
26,3.258096538
43,3.761200116
79.2,4.371976299
17.3,2.850706502
19,2.944438979
38.2,3.642835516
14.2,2.653241965
26.9,3.292126287
83.1,4.420044702
21.7,3.077312261
36,3.583518938
18.5,2.917770732
23,3.135494216
14,2.63905733
13.5,2.602689685
11.1,2.406945108
12.2,2.501435952
13,2.564949357
11.1,2.406945108
14.4,2.667228207
9.1,2.208274414
19.8,2.985681938
11.4,2.433613355
21,3.044522438
14.5,2.674148649
13.5,2.602689685
74.2,4.30676415
14.1,2.646174797
110.2,4.702296897
15.5,2.740840024
21.7,3.077312261
15.2,2.721295428
11.5,2.442347035
14.8,2.694627181
19.7,2.980618636
78.1,4.357990057
13.6,2.610069793
11.8,2.468099531
15.6,2.747270914
12.4,2.517696473
12.9,2.557227311
12.8,2.549445171
21.3,3.058707073
12,2.48490665
23.6,3.161246712
19.8,2.985681938
12.4,2.517696473
149.9,5.009968405
12.6,2.533696814
17,2.833213344
52.2,3.955082495
18.3,2.90690106
29.5,3.384390263
20.1,3.000719815
29.6,3.387774361
12.5,2.525728644
14,2.63905733
11.9,2.4765384
12.2,2.501435952
17,2.833213344
12.7,2.541601993
16.2,2.785011242
80.9,4.393213824
23.2,3.144152279
15.2,2.721295428
15,2.708050201
15.1,2.714694744
133.8,4.896346148
21.6,3.072693315
13.3,2.587764035
12.4,2.517696473
41.2,3.718438256
9.8,2.282382386
13.9,2.63188884
9.9,2.292534757
18.7,2.928523524
15.6,2.747270914
10,2.302585093
10.7,2.370243741
25.9,3.254242969
23.7,3.165475048
13.1,2.57261223
10.9,2.388762789
9.9,2.292534757
12.9,2.557227311
11.7,2.459588842
10.9,2.388762789
21.7,3.077312261
16.1,2.778819272
53.2,3.974058396
51.6,3.943521672
32.2,3.471966453
12,2.48490665
11.4,2.433613355
9.1,2.208274414
10.4,2.341805806
26,3.258096538
15,2.708050201
11.7,2.459588842
10.3,2.332143895
11.6,2.451005098
9.5,2.251291799
10.6,2.360854001
11.5,2.442347035
